name,entity_subtype,country,latitude,longitude,has_thumbnail,page_views,entity_type,total_area,population,is_test,continent
"Anna Bay, New South Wales",PopulatedPlace,Australia,-32.7667,152.083,1,20637.0,populated_place,,4221.0,False,Oceania
Bega Valley Shire,Region,Australia,-36.6667,149.833,1,29815.0,populated_place,,33253.0,True,Oceania
"Lowood, Queensland",Region,Australia,-27.4627,152.578,1,15968.0,populated_place,,4159.0,False,Oceania
Stuart Highway,Road,Australia,-12.4546,130.839,1,152620.0,structure,,,True,Oceania
Shire of Hinchinbrook,Region,Australia,-18.65,146.167,1,9100.0,populated_place,,10805.0,False,Oceania
Muswellbrook Shire,Region,Australia,-32.2667,150.9,1,7601.0,populated_place,,16086.0,True,Oceania
Victoria Highway,Road,Australia,-15.8685,128.372,1,7285.0,structure,,,False,Oceania
Barcaldine Region,Region,Australia,-23.5667,145.283,1,6200.0,populated_place,,2852.0,False,Oceania
"Kalbar, Queensland",Region,Australia,-27.9419,152.623,1,13318.0,populated_place,,1093.0,False,Oceania
"Little Mountain, Queensland",PopulatedPlace,Australia,-26.7855,153.093,1,5427.0,populated_place,,10212.0,True,Oceania
"Wallsend, New South Wales",PopulatedPlace,Australia,-32.898,151.668,1,16845.0,populated_place,,12470.0,False,Oceania
"Colville, New Zealand",PopulatedPlace,New Zealand,-36.6342,175.476,1,5925.0,populated_place,44310000.0,159.0,True,Oceania
"Shay Gap, Western Australia",Region,Australia,-20.4956,120.166,1,10263.0,populated_place,,0.0,False,Oceania
"Rosedale, New South Wales",Region,Australia,-35.8167,150.217,1,7539.0,populated_place,,221.0,False,Oceania
"Narooma, New South Wales",Region,Australia,-36.2,150.133,1,41730.0,populated_place,,3342.0,False,Oceania
"Cattai, New South Wales",PopulatedPlace,Australia,-33.5561,150.912,1,8526.0,populated_place,,790.0,True,Oceania
Northern Beaches Council,Region,Australia,-33.75,151.283,1,102270.0,populated_place,,263554.0,False,Oceania
"Murrindindi, Victoria",Region,Australia,-37.3903,145.578,1,8147.0,populated_place,,107.0,False,Oceania
"Howard, Queensland",Region,Australia,-25.318,152.559,1,10793.0,populated_place,,1359.0,False,Oceania
Chipping Norton Lake,Lake,Australia,-33.9,150.95,1,13030.0,natural_place,485623.0,,True,Oceania
"Cannons Creek, Victoria",Region,Australia,-38.213,145.315,1,5696.0,populated_place,,650.0,True,Oceania
Maranoa Region,Region,Australia,-25.7925,148.592,1,15510.0,populated_place,,12791.0,False,Oceania
Mangrove Creek Dam,Dam,Australia,-33.215,151.118,0,8315.0,structure,,,True,Oceania
"Diamond Beach, New South Wales",Region,Australia,-32.0441,152.54,1,7753.0,populated_place,,886.0,True,Oceania
"Acland, Queensland",Region,Australia,-27.3047,151.69,1,11839.0,populated_place,,32.0,False,Oceania
"Berkeley Vale, New South Wales",PopulatedPlace,Australia,-33.34,151.435,1,15253.0,populated_place,,8355.0,False,Oceania
Barooga,Region,Australia,-35.9,145.683,1,13058.0,populated_place,,1817.0,False,Oceania
Cairns Region,Region,Australia,-16.9233,145.774,1,29636.0,populated_place,,165525.0,True,Oceania
"Benambra, Victoria",Region,Australia,-36.95,147.717,1,14102.0,populated_place,,149.0,True,Oceania
"Glengarry, Victoria",Region,Australia,-38.1333,146.55,1,5849.0,populated_place,,1084.0,False,Oceania
"Cecil Plains, Queensland",Region,Australia,-27.5316,151.193,1,6026.0,populated_place,,429.0,False,Oceania
"Craigieburn, Victoria",PopulatedPlace,Australia,-37.594,144.934,1,64449.0,populated_place,,65178.0,False,Oceania
"Tiaro, Queensland",Region,Australia,-25.7236,152.584,1,12206.0,populated_place,,758.0,False,Oceania
Capri Theatre,Building,Australia,-34.9528,138.59,1,5317.0,structure,,,False,Oceania
"Hungerford, Queensland",Region,Australia,-28.9961,144.408,1,8931.0,populated_place,,23.0,False,Oceania
"Toolangi, Victoria",Region,Australia,-37.5333,145.467,1,14700.0,populated_place,,344.0,False,Oceania
Tongala,Region,Australia,-36.25,144.95,1,10783.0,populated_place,,1926.0,False,Oceania
"Coonalpyn, South Australia",Region,Australia,-35.6983,139.855,1,8210.0,populated_place,,353.0,False,Oceania
"Banksia Beach, Queensland",PopulatedPlace,Australia,-27.0416,153.142,1,6130.0,populated_place,,5995.0,False,Oceania
Central Darling Shire,Region,Australia,-31.5667,143.367,1,9123.0,populated_place,,1833.0,False,Oceania
Pah Homestead,Building,New Zealand,-36.9145,174.763,1,16363.0,structure,,,False,Oceania
"Stuart Town, New South Wales",Region,Australia,-32.8,149.083,1,6809.0,populated_place,,487.0,True,Oceania
"Charlton, Victoria",Region,Australia,-36.2667,143.35,1,21703.0,populated_place,,1095.0,False,Oceania
Genesian Theatre,Venue,Australia,-33.872,151.205,1,5975.0,structure,,,True,Oceania
Lake Hayes,Lake,New Zealand,-44.9833,168.8,1,10930.0,natural_place,2760000.0,,True,Oceania
Gympie Region,Region,Australia,-26.1897,152.665,1,19106.0,populated_place,,51586.0,False,Oceania
"Camden, New South Wales",Region,Australia,-34.0544,150.696,1,65362.0,populated_place,,3230.0,False,Oceania
Cherry Lake (Victoria),BodyOfWater,Australia,-37.8583,144.835,1,7196.0,natural_place,,,False,Oceania
"Cooloola, Queensland",PopulatedPlace,Australia,-26.0333,153.064,0,6753.0,populated_place,,3.0,False,Oceania
"Baxter, Victoria",Region,Australia,-38.196,145.157,1,10534.0,populated_place,,2166.0,False,Oceania
Beachport,Region,Australia,-37.4836,140.008,1,18027.0,populated_place,,652.0,True,Oceania
"Laurieton, New South Wales",Region,Australia,-31.65,152.783,1,19553.0,populated_place,,1986.0,False,Oceania
"Annandale, Queensland",PopulatedPlace,Australia,-19.3111,146.786,1,5728.0,populated_place,,8574.0,False,Oceania
"Yulara, Northern Territory",Region,Australia,-25.2069,130.971,1,58070.0,populated_place,,1099.0,False,Oceania
Iron Knob,Region,Australia,-32.7335,137.149,1,23820.0,populated_place,,144.0,False,Oceania
"Dartmoor, Victoria",Region,Australia,-37.9333,141.283,1,14624.0,populated_place,,322.0,False,Oceania
"Devon Meadows, Victoria",Region,Australia,-38.162,145.303,1,7476.0,populated_place,,1551.0,True,Oceania
Warrumbungle Shire,Region,Australia,-31.25,149.267,1,9124.0,populated_place,,9384.0,False,Oceania
Barossa Council,Region,Australia,-34.5,139.05,1,6393.0,populated_place,,23558.0,False,Oceania
"Woodburn, New South Wales",Region,Australia,-29.0833,153.35,1,9170.0,populated_place,,739.0,False,Oceania
City of Richmond,Region,Australia,-37.823,144.998,1,5787.0,populated_place,,22900.0,False,Oceania
"Lutana, Tasmania",PopulatedPlace,Australia,-42.8411,147.309,1,9141.0,populated_place,,2353.0,True,Oceania
City of Latrobe,Region,Australia,-38.2333,146.4,1,19612.0,populated_place,,75211.0,False,Oceania
Blundells Cottage,Building,Australia,-35.293,149.142,1,15682.0,structure,,,False,Oceania
Mount Piper Power Station,PowerStation,Australia,-33.3589,150.032,0,21660.0,structure,,,False,Oceania
Shire of Aurukun,Region,Australia,-13.3583,141.728,1,5558.0,populated_place,,1382.0,False,Oceania
Derrinallum,Region,Australia,-37.95,143.217,1,7809.0,populated_place,,557.0,False,Oceania
"Stanhope Gardens, New South Wales",PopulatedPlace,Australia,-33.723,150.926,1,20899.0,populated_place,,9163.0,False,Oceania
Far North (South Australia),Region,Australia,-29.0,136.0,1,19216.0,populated_place,,27727.0,False,Oceania
"Eltham, Victoria",PopulatedPlace,Australia,-37.715,145.158,1,40860.0,populated_place,,18847.0,False,Oceania
Meccano Set,Road,Australia,-33.8897,150.973,0,7618.0,structure,,,True,Oceania
"Queenscliff, New South Wales",PopulatedPlace,Australia,-33.7825,151.285,1,14849.0,populated_place,,3376.0,False,Oceania
"Allansford, Victoria",Region,Australia,-38.3861,142.593,1,11299.0,populated_place,,1521.0,False,Oceania
"Umuwa, South Australia",Region,Australia,-26.4653,132.042,0,7063.0,populated_place,,50.0,False,Oceania
Yuendumu,Region,Australia,-22.255,131.795,0,41739.0,populated_place,,759.0,True,Oceania
"Glenorchy, New Zealand",PopulatedPlace,New Zealand,-44.8503,168.388,1,58207.0,populated_place,3930000.0,318.0,False,Oceania
"Gladstone Park, Victoria",PopulatedPlace,Australia,-37.688,144.892,1,19452.0,populated_place,,8213.0,False,Oceania
Glenbawn Dam,Dam,Australia,-32.0983,150.984,1,16139.0,structure,,,False,Oceania
Windy Hill Wind Farm,PowerStation,Australia,-17.5922,145.531,1,9266.0,structure,,,False,Oceania
Shire of Pakenham,Region,Australia,-38.0833,145.483,1,5579.0,populated_place,,29500.0,False,Oceania
City of Whittlesea,Region,Australia,-37.55,145.083,1,46348.0,populated_place,,223322.0,False,Oceania
"King William Street, Adelaide",Road,Australia,-34.9094,138.597,1,14464.0,structure,,,False,Oceania
"Miles, Queensland",Region,Australia,-26.6572,150.19,1,39425.0,populated_place,,1746.0,False,Oceania
"Euston, New South Wales",Region,Australia,-34.5667,142.733,1,9955.0,populated_place,,822.0,False,Oceania
Mitchell Freeway,Road,Australia,-31.9615,115.849,1,24021.0,structure,,,False,Oceania
"Larrimah, Northern Territory",Region,Australia,-15.5757,133.216,1,23768.0,populated_place,,47.0,False,Oceania
"Grindelwald, Tasmania",Region,Australia,-41.35,147.0,0,12494.0,populated_place,,965.0,True,Oceania
Lachlan Shire,Region,Australia,-33.05,147.15,1,8165.0,populated_place,,6194.0,True,Oceania
"Holland Park West, Queensland",PopulatedPlace,Australia,-27.5233,153.059,1,7502.0,populated_place,,6376.0,False,Oceania
"Underwood, Queensland",PopulatedPlace,Australia,-27.6069,153.113,1,12921.0,populated_place,,6341.0,False,Oceania
"Bateau Bay, New South Wales",PopulatedPlace,Australia,-33.382,151.485,1,23701.0,populated_place,,12146.0,False,Oceania
"Melton, Victoria (suburb)",PopulatedPlace,Australia,-37.677,144.612,1,5857.0,populated_place,,7953.0,True,Oceania
City of Gosford,Region,Australia,-33.4333,151.217,1,16278.0,populated_place,,162440.0,False,Oceania
Carrickalinga,PopulatedPlace,Australia,-35.4333,138.317,1,8938.0,populated_place,,364.0,False,Oceania
"Peppimenarti, Northern Territory",Region,Australia,-14.1558,130.082,0,6296.0,populated_place,,178.0,False,Oceania
"Myponga, South Australia",Region,Australia,-35.4055,138.47,1,6235.0,populated_place,,393.0,True,Oceania
Auckland Islands,Island,New Zealand,-50.7,166.1,1,272293.0,populated_place,625640000.0,0.0,False,Oceania
Lake Te Anau,Lake,New Zealand,-45.2,167.8,1,33190.0,natural_place,344000000.0,,False,Oceania
Aboriginal Shire of Pormpuraaw,Region,Australia,-14.8981,141.619,1,7379.0,populated_place,,833.0,False,Oceania
"Glenning Valley, New South Wales",PopulatedPlace,Australia,-33.348,151.418,0,5721.0,populated_place,,2050.0,False,Oceania
Granite Belt,Region,Australia,-28.6556,151.932,1,34765.0,populated_place,,5500.0,False,Oceania
"Milawa, Victoria",Region,Australia,-36.4333,146.433,1,8742.0,populated_place,,592.0,False,Oceania
Bellata,Region,Australia,-29.9167,149.783,1,5291.0,populated_place,,529.0,False,Oceania
"Fraser Rise, Victoria",PopulatedPlace,Australia,-37.7042,144.712,1,16504.0,populated_place,,9097.0,True,Oceania
"Bondi Junction, New South Wales",PopulatedPlace,Australia,-33.8914,151.25,1,37428.0,populated_place,,9445.0,False,Oceania
"Breakwater, Victoria",PopulatedPlace,Australia,-38.182,144.375,1,5375.0,populated_place,,1014.0,False,Oceania
Busselton,PopulatedPlace,Australia,-33.6478,115.346,1,81561.0,populated_place,,27233.0,False,Oceania
"Pittsworth, Queensland",Region,Australia,-27.7161,151.633,1,16146.0,populated_place,,3294.0,False,Oceania
"Trafalgar, Victoria",Region,Australia,-38.2,146.15,1,14607.0,populated_place,,3912.0,True,Oceania
"Caringbah South, New South Wales",PopulatedPlace,Australia,-34.0452,151.122,1,8663.0,populated_place,,12242.0,False,Oceania
"Ellalong, New South Wales",Region,Australia,-32.9072,151.321,1,5250.0,populated_place,,1098.0,True,Oceania
Taralga,Region,Australia,-34.4055,149.819,1,19295.0,populated_place,,467.0,False,Oceania
Hen and Chicken Islands,Island,New Zealand,-35.9333,174.733,1,21277.0,populated_place,8440000.0,0.0,False,Oceania
"Benowa, Queensland",PopulatedPlace,Australia,-28.0083,153.387,1,10566.0,populated_place,,8741.0,False,Oceania
"Sandhurst, Victoria",PopulatedPlace,Australia,-38.081,145.207,0,9010.0,populated_place,,5211.0,False,Oceania
Cape Leveque Road,Road,Australia,-17.4734,122.485,1,6870.0,structure,,,False,Oceania
"Point Pearce, South Australia",Region,Australia,-34.4169,137.502,0,8565.0,populated_place,,91.0,False,Oceania
"Bega, New South Wales",Region,Australia,-36.6667,149.833,1,81835.0,populated_place,,4141.0,False,Oceania
"Amiens, Queensland",Region,Australia,-28.5986,151.816,1,5820.0,populated_place,,293.0,True,Oceania
"Speed, Victoria",Region,Australia,-35.4,142.439,1,6479.0,populated_place,,78.0,False,Oceania
"Clifton, Queensland",Region,Australia,-27.9325,151.906,1,12527.0,populated_place,,1456.0,False,Oceania
"Muckleford, Victoria",Region,Australia,-37.0167,144.15,1,5730.0,populated_place,,405.0,False,Oceania
"Brooklyn, Victoria",PopulatedPlace,Australia,-37.813,144.841,1,18340.0,populated_place,,1979.0,False,Oceania
"Manilla, New South Wales",Region,Australia,-30.75,150.717,1,31454.0,populated_place,,2550.0,True,Oceania
Terang,Region,Australia,-38.2333,142.933,1,19683.0,populated_place,,2288.0,False,Oceania
"Tugun, Queensland",PopulatedPlace,Australia,-28.1488,153.494,1,16393.0,populated_place,,6588.0,False,Oceania
RMIT Building 8,Building,Australia,-37.8087,144.964,1,6774.0,structure,,,False,Oceania
"Reid, Australian Capital Territory",PopulatedPlace,Australia,-35.2833,149.142,1,6394.0,populated_place,,1544.0,False,Oceania
"Casino, New South Wales",Region,Australia,-28.8667,153.05,1,78495.0,populated_place,,9982.0,False,Oceania
Te Apiti Wind Farm,PowerStation,New Zealand,-40.2961,175.808,1,8341.0,structure,,,False,Oceania
"Bakery Hill, Victoria",PopulatedPlace,Australia,-37.563,143.866,1,11355.0,populated_place,,180.0,True,Oceania
"Braeside, Victoria",PopulatedPlace,Australia,-38.0,145.125,0,13418.0,populated_place,,25.0,False,Oceania
"Bittern, Victoria",Region,Australia,-38.339,145.175,1,9249.0,populated_place,,4276.0,False,Oceania
Blackall Range,Mountain,Australia,-26.7,152.883,1,8601.0,natural_place,,,True,Oceania
"Balgal Beach, Queensland",PopulatedPlace,Australia,-19.0438,146.412,1,8139.0,populated_place,,966.0,False,Oceania
"Blind Bight, Victoria",Region,Australia,-38.214,145.34,1,7986.0,populated_place,,1290.0,False,Oceania
Warrumbungles,MountainRange,Australia,-31.2,148.9,1,32103.0,natural_place,,,True,Oceania
North Pine Dam,Dam,Australia,-27.2633,152.937,1,10933.0,structure,,,False,Oceania
"Lock, South Australia",Region,Australia,-33.5667,135.767,1,7349.0,populated_place,,276.0,False,Oceania
"Mount Archer, Queensland (Somerset Region)",PopulatedPlace,Australia,-26.9911,152.665,1,7846.0,populated_place,,305.0,False,Oceania
Somerset Region,Region,Australia,-27.2392,152.418,1,23182.0,populated_place,,25887.0,False,Oceania
"Chewton, Victoria",Region,Australia,-37.0833,144.267,1,8510.0,populated_place,,1313.0,False,Oceania
"Birchip, Victoria",Region,Australia,-35.9833,142.933,1,16333.0,populated_place,,694.0,False,Oceania
"Mossman Gorge, Queensland",PopulatedPlace,Australia,-16.4675,145.352,1,34273.0,populated_place,,246.0,False,Oceania
"Yarra Glen, Victoria",Region,Australia,-37.6489,145.372,1,19609.0,populated_place,,3012.0,False,Oceania
Googong Dam,Dam,Australia,-35.415,149.251,1,9819.0,structure,,,True,Oceania
"Liverpool Street, Sydney",Road,Australia,-33.8759,151.204,1,5431.0,structure,,,False,Oceania
Te Uku Wind Farm,PowerStation,New Zealand,-37.8783,174.963,1,6372.0,structure,,,False,Oceania
"Russell Lea, New South Wales",PopulatedPlace,Australia,-33.858,151.141,1,13794.0,populated_place,,5001.0,False,Oceania
Chief Secretary's building,Building,Australia,-33.8635,151.212,1,6390.0,structure,,,False,Oceania
Nagambie,Region,Australia,-36.7703,145.155,1,32419.0,populated_place,,2254.0,False,Oceania
"Medowie, New South Wales",Region,Australia,-32.7417,151.863,0,13924.0,populated_place,,10879.0,True,Oceania
Riddells Creek,Region,Australia,-37.4667,144.683,1,17572.0,populated_place,,3167.0,True,Oceania
Borough of Queenscliffe,Region,Australia,-38.2667,144.65,1,12565.0,populated_place,,2982.0,False,Oceania
District Council of Elliston,Region,Australia,-33.65,134.883,1,5994.0,populated_place,,1045.0,False,Oceania
"Mount Morgan, Queensland",PopulatedPlace,Australia,-23.6441,150.39,1,33509.0,populated_place,,1963.0,False,Oceania
"Maidstone, Victoria",PopulatedPlace,Australia,-37.783,144.878,1,17276.0,populated_place,,9389.0,True,Oceania
"Stroud, New South Wales",Region,Australia,-32.4,151.967,1,14770.0,populated_place,,938.0,False,Oceania
"Attunga, New South Wales",Region,Australia,-30.9294,150.845,0,5606.0,populated_place,,633.0,False,Oceania
"Sunshine Beach, Queensland",Region,Australia,-26.4072,153.105,1,12580.0,populated_place,,2460.0,True,Oceania
"Carisbrook, Victoria",Region,Australia,-37.0481,143.817,1,6723.0,populated_place,,1115.0,False,Oceania
Binalong,Region,Australia,-34.6667,148.65,1,9600.0,populated_place,,543.0,False,Oceania
City of Devonport,Region,Australia,-41.2078,146.314,1,8690.0,populated_place,,25415.0,False,Oceania
"Wallington, Victoria",Region,Australia,-38.2,144.483,0,5207.0,populated_place,,1364.0,False,Oceania
"Mount Larcom, Queensland",Region,Australia,-23.8102,150.979,1,10879.0,populated_place,,332.0,True,Oceania
Greenvale Reservoir,Dam,Australia,-37.6316,144.905,1,6109.0,structure,,,False,Oceania
Lake Waikare,BodyOfWater,New Zealand,-37.44,175.2,1,5499.0,natural_place,,,False,Oceania
City of Townsville,Region,Australia,-19.2576,146.818,1,31919.0,populated_place,,194072.0,False,Oceania
Lake Liddell,BodyOfWater,Australia,-32.3667,150.983,1,5582.0,natural_place,,,False,Oceania
Wollondilly Shire,Region,Australia,-34.1833,150.6,1,36482.0,populated_place,,48519.0,False,Oceania
Boggabri,Region,Australia,-30.7,150.033,1,14589.0,populated_place,,856.0,False,Oceania
"South West Rocks, New South Wales",Region,Australia,-30.8842,153.04,1,50918.0,populated_place,,4603.0,False,Oceania
Keepit Dam,Dam,Australia,-30.8817,150.501,1,15485.0,structure,,,False,Oceania
"Roseville Chase, New South Wales",PopulatedPlace,Australia,-33.7818,151.196,1,5764.0,populated_place,,1616.0,False,Oceania
"Bonshaw, New South Wales",Region,Australia,-29.05,151.267,1,5387.0,populated_place,,133.0,False,Oceania
"Prestons, New South Wales",PopulatedPlace,Australia,-33.9429,150.871,1,20240.0,populated_place,,15313.0,False,Oceania
"Moolap, Victoria",PopulatedPlace,Australia,-38.1833,144.433,1,5693.0,populated_place,,1373.0,False,Oceania
"Colyton, New South Wales",PopulatedPlace,Australia,-33.7819,150.798,1,9986.0,populated_place,,7993.0,True,Oceania
"Port Latta, Tasmania",Region,Australia,-40.852,145.381,1,6987.0,populated_place,,0.0,True,Oceania
Benalla,Region,Australia,-36.5519,145.982,1,64830.0,populated_place,,10822.0,False,Oceania
"Berry Springs, Northern Territory",PopulatedPlace,Australia,-12.7219,131.01,1,16208.0,populated_place,,818.0,True,Oceania
Rural City of Murray Bridge,Region,Australia,-35.1186,139.284,1,5031.0,populated_place,,20858.0,False,Oceania
"Clermont, Queensland",Region,Australia,-22.823,147.638,1,41049.0,populated_place,,2952.0,False,Oceania
"Alpurrurulam, Northern Territory",Region,Australia,-20.9839,137.836,0,8317.0,populated_place,,420.0,False,Oceania
"Point Lookout, Queensland",Region,Australia,-27.4297,153.54,1,8441.0,populated_place,,785.0,True,Oceania
"Caulfield East, Victoria",PopulatedPlace,Australia,-37.876,145.044,1,6280.0,populated_place,,1293.0,False,Oceania
"Rushworth, Victoria",Region,Australia,-36.5833,145.017,1,14833.0,populated_place,,1335.0,True,Oceania
"Portarlington, Victoria",Region,Australia,-38.1167,144.65,1,31059.0,populated_place,,3619.0,False,Oceania
"Queen Elizabeth II Courts of Law, Brisbane",Building,Australia,-27.4678,153.021,1,6941.0,structure,,,False,Oceania
"Mount Tyson, Queensland",Region,Australia,-27.5747,151.569,1,5170.0,populated_place,,285.0,False,Oceania
Frying Pan Lake,BodyOfWater,New Zealand,-38.2836,176.395,1,72631.0,natural_place,38000.0,,True,Oceania
"Pilliga, New South Wales",Region,Australia,-30.35,148.9,1,12892.0,populated_place,,217.0,False,Oceania
Manapouri,PopulatedPlace,New Zealand,-45.5667,167.6,1,21842.0,populated_place,1360000.0,222.0,False,Oceania
"Hebel, Queensland",Region,Australia,-28.973,147.793,1,10130.0,populated_place,,67.0,False,Oceania
"Vineyard, New South Wales",PopulatedPlace,Australia,-33.6503,150.856,0,7701.0,populated_place,,1225.0,False,Oceania
RM Williams Way,Road,Australia,-33.72,138.58,1,5089.0,structure,,,True,Oceania
Coonabarabran,Region,Australia,-31.25,149.267,1,67760.0,populated_place,,2537.0,False,Oceania
Murwillumbah,Region,Australia,-28.3275,153.396,1,97351.0,populated_place,,9245.0,False,Oceania
"Petrie, Queensland",PopulatedPlace,Australia,-27.263,152.975,1,18050.0,populated_place,,8674.0,True,Oceania
"Tyabb, Victoria",Region,Australia,-38.259,145.189,1,12447.0,populated_place,,3449.0,False,Oceania
Old Junee,Region,Australia,-34.8361,147.515,1,5661.0,populated_place,,530.0,False,Oceania
"Lennox Head, New South Wales",Region,Australia,-28.8,153.583,1,43267.0,populated_place,,7741.0,False,Oceania
Main Range (Snowy Mountains),MountainRange,Australia,-36.45,148.267,1,10004.0,natural_place,,,False,Oceania
"Ardrossan, South Australia",Region,Australia,-34.4167,137.9,1,21385.0,populated_place,,1167.0,False,Oceania
"Sussex Inlet, New South Wales",Region,Australia,-35.15,150.567,1,16533.0,populated_place,,3575.0,False,Oceania
"Graceville, Queensland",PopulatedPlace,Australia,-27.5211,152.982,1,11898.0,populated_place,,4634.0,False,Oceania
"Bedourie, Queensland",Region,Australia,-24.3594,139.469,1,17657.0,populated_place,,150.0,False,Oceania
Quirindi,Region,Australia,-31.5081,150.68,1,29430.0,populated_place,,3444.0,False,Oceania
City of Onkaparinga,Region,Australia,-34.9167,138.633,1,26755.0,populated_place,,166766.0,True,Oceania
City of Palmerston,Region,Australia,-12.4939,130.982,1,12315.0,populated_place,,37862.0,True,Oceania
"Gatton, Queensland",Region,Australia,-27.5611,152.275,1,42268.0,populated_place,,7101.0,False,Oceania
Yambuk,Region,Australia,-38.3,142.05,1,5482.0,populated_place,,267.0,True,Oceania
Mid-Western Regional Council,Region,Australia,-32.5833,149.683,1,12816.0,populated_place,,24076.0,True,Oceania
Bald Rock Hotel,Building,Australia,-33.8642,151.179,1,5770.0,structure,,,False,Oceania
"Helidon, Queensland",Region,Australia,-27.5503,152.126,1,10181.0,populated_place,,1059.0,False,Oceania
"Bonbeach, Victoria",PopulatedPlace,Australia,-38.062,145.12,1,11126.0,populated_place,,6855.0,True,Oceania
"Ruse, New South Wales",PopulatedPlace,Australia,-34.071,150.842,1,6425.0,populated_place,,5584.0,True,Oceania
"Maitland, New South Wales",PopulatedPlace,Australia,-32.7167,151.55,1,111527.0,populated_place,,78015.0,False,Oceania
"Rosedale, Victoria",Region,Australia,-38.15,146.783,1,15130.0,populated_place,,1654.0,False,Oceania
Burnt Pine,Region,Australia,-29.0333,167.95,1,55567.0,populated_place,,180.0,False,Oceania
"St Paul's Cathedral, Melbourne",HistoricBuilding,Australia,-37.8169,144.967,1,63647.0,structure,,,False,Oceania
Nugent Island,Island,New Zealand,-29.2317,-177.869,1,7379.0,populated_place,,0.0,False,Oceania
City of Clarence,Region,Australia,-42.8421,147.439,1,19708.0,populated_place,,56945.0,False,Oceania
Hamilton Island (Queensland),Island,Australia,-20.35,148.95,1,170463.0,populated_place,5000000.0,1208.0,True,Oceania
Tabulam,Region,Australia,-28.8833,152.567,1,15004.0,populated_place,,470.0,False,Oceania
Nyora,Region,Australia,-38.3333,145.667,1,7591.0,populated_place,,1644.0,True,Oceania
Aratiatia Power Station,Station,New Zealand,-38.6158,176.143,1,9904.0,structure,,,False,Oceania
"Richlands, Queensland",PopulatedPlace,Australia,-27.5886,152.954,1,14545.0,populated_place,,3598.0,False,Oceania
"Ingham, Queensland",Region,Australia,-18.6508,146.157,1,52687.0,populated_place,,4426.0,False,Oceania
"Longwood, Victoria",Region,Australia,-36.8,145.417,1,7643.0,populated_place,,240.0,False,Oceania
"Katoomba, New South Wales",Region,Australia,-33.71,150.31,1,109702.0,populated_place,,7964.0,False,Oceania
"Poochera, South Australia",Region,Australia,-32.7215,134.838,0,15745.0,populated_place,,59.0,True,Oceania
"Castle Cove, New South Wales",PopulatedPlace,Australia,-33.7846,151.206,1,17506.0,populated_place,,2554.0,False,Oceania
"Coen, Queensland",Region,Australia,-13.9436,143.199,1,21350.0,populated_place,,364.0,False,Oceania
"William Street, Sydney",Road,Australia,-33.875,151.22,1,9168.0,structure,,,False,Oceania
"Mount Helen, Victoria",PopulatedPlace,Australia,-37.6276,143.871,0,6603.0,populated_place,,3011.0,True,Oceania
"Andamooka, South Australia",Region,Australia,-30.4485,137.165,1,24545.0,populated_place,,316.0,False,Oceania
"St Peter's Cathedral, Adelaide",HistoricBuilding,Australia,-34.9128,138.598,1,28613.0,structure,,,False,Oceania
"Cecil Hills, New South Wales",PopulatedPlace,Australia,-33.8903,150.851,1,11814.0,populated_place,,6906.0,False,Oceania
Geography of the Heard and McDonald Islands,Island,Australia,-53.1,73.5167,1,9815.0,populated_place,368000000.0,0.0,True,Oceania
Town of Walkerville,Region,Australia,-34.9,138.617,1,6261.0,populated_place,,7550.0,False,Oceania
Lake Pupuke,Lake,New Zealand,-36.7801,174.766,1,28388.0,natural_place,,,False,Oceania
"Pearl Beach, New South Wales",PopulatedPlace,Australia,-33.542,151.308,1,14949.0,populated_place,,536.0,False,Oceania
Mosman Council,Region,Australia,-33.8333,151.25,1,12198.0,populated_place,,28475.0,True,Oceania
"Millgrove, Victoria",Region,Australia,-37.753,145.652,0,5743.0,populated_place,,1666.0,False,Oceania
"Queen Street, Melbourne",Road,Australia,-37.8126,144.96,1,8890.0,structure,,,False,Oceania
"Dookie, Victoria",Region,Australia,-36.3333,145.7,1,13782.0,populated_place,,333.0,False,Oceania
"Lemon Tree Passage, New South Wales",PopulatedPlace,Australia,-32.7325,152.038,0,9820.0,populated_place,,2686.0,False,Oceania
Amamoor,Region,Australia,-26.3452,152.675,1,5262.0,populated_place,,636.0,False,Oceania
"Riverside, Tasmania",PopulatedPlace,Australia,-41.42,147.103,1,6261.0,populated_place,,6472.0,False,Oceania
"Mangerton, New South Wales",PopulatedPlace,Australia,-34.4333,150.867,0,5890.0,populated_place,,2859.0,False,Oceania
"Mystery Bay, New South Wales",Region,Australia,-36.3036,150.13,1,14984.0,populated_place,,191.0,False,Oceania
"Adams Island, New Zealand",Island,New Zealand,-50.8833,166.083,1,21373.0,populated_place,100000000.0,0.0,False,Oceania
"Grafton, New South Wales",PopulatedPlace,Australia,-29.6833,152.933,1,150973.0,populated_place,,19255.0,True,Oceania
"Russell Street, Melbourne",Road,Australia,-37.8119,144.968,1,9299.0,structure,,,False,Oceania
Bogan Gate,Region,Australia,-33.1167,147.817,1,11320.0,populated_place,,307.0,False,Oceania
"Harcourt, Victoria",Region,Australia,-37.0,144.25,1,10556.0,populated_place,,1038.0,False,Oceania
"Middleton, Queensland",Region,Australia,-22.3499,141.544,1,12251.0,populated_place,,9.0,True,Oceania
Gundaroo,Region,Australia,-35.0333,149.283,1,24019.0,populated_place,,1146.0,True,Oceania
